item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,clean_description,clean_tags,clean_operating_hours,clean_operating_days,clean_closing_days,avg_price_rm,combined_text
EX151,O Green Durian Farm,"Durian orchard offering tasting experiences, educational tours, and eco-friendly farming insights.","durian, fruit farm, agro tourism, kedah",Nature & Eco,Kulim,Kedah,10,20,8.30  AM -10.30  AM,Saturday,Sunday - Friday,5,HO140,O Green Durian Farm,016-523 7803,https://www.ogreendurianfarm.com/accommodation/,"Durian orchard offering tasting experiences, educational tours, and eco-friendly farming insights.","durian, fruit farm, agro tourism, kedah",8.30 a.m. - 10.30 a.m.,Saturday,Sunday - Friday,15,"O Green Durian Farm durian, fruit farm, agro tourism, kedah Durian orchard offering tasting experiences, educational tours, and eco-friendly farming insights."
EX152,Oh Dayang,"Oh Dayang is a Malaysia based online jewelry & accessories store handmade with Batik Sarongs into contemporary statement pieces. Browse uniquely made batik earrings,  batik necklace and other batik accessories.","batik, textile, accessories",Arts & Crafts,Kuala Lumpur,Kuala Lumpur,39,69,24 Hours,Daily,Not Mentioned,4.9,HO142,Dayang Nur Syafiqah (DAYANG M. ENTERPRISE),Not Provided,https://ohdayang.com/,"Oh Dayang is a Malaysia based online jewelry & accessories store handmade with Batik Sarongs into contemporary statement pieces. Browse uniquely made batik earrings, batik necklace and other batik accessories.","batik, textile, accessories",24 Hours,Daily,Not Mentioned,54,"Oh Dayang batik, textile, accessories Oh Dayang is a Malaysia based online jewelry & accessories store handmade with Batik Sarongs into contemporary statement pieces. Browse uniquely made batik earrings, batik necklace and other batik accessories."
EX153,Ole Ole Melaka,"Popular souvenir shop offering authentic Melaka products, snacks, and crafts.","souvenir, melaka, local product",Arts & Crafts,Plaza Mahkota,Melaka,12,30,9.00 a. - 10.00  PM,Daily,Not Mentioned,4.7,HO26,Ole Ole Melaka,012-916 7518,https://www.facebook.com/p/Bazar-Ole-Ole-Melaka-100064761259035/,"Popular souvenir shop offering authentic Melaka products, snacks, and crafts.","souvenir, melaka, local product",9.00 a. - 10.00 PM,Daily,Not Mentioned,21,"Ole Ole Melaka souvenir, melaka, local product Popular souvenir shop offering authentic Melaka products, snacks, and crafts."
EX154,Open Traditional Dance Class,"Experience learning traditional Malaysian dance with locals at Dataran Tanjung Emas, Muar.","traditional dance, culture, experience",Festivals & Performances,Dataran Tanjung Emas Muar,Johor,0,0,8.30  PM - 11.00  PM,Saturday,Sunday - Friday,4.3,HO181,,Not Mentioned,tiktok,"Experience learning traditional Malaysian dance with locals at Dataran Tanjung Emas, Muar.","traditional dance, culture, experience",8.30 p.m. - 11.00 p.m.,Saturday,Sunday - Friday,0,"Open Traditional Dance Class traditional dance, culture, experience Experience learning traditional Malaysian dance with locals at Dataran Tanjung Emas, Muar."
EX155,Ottornest Camp,"HRDC-claimable corporate camp offering team building, retreats, and impactful eco experiences.","teambuilding, eco, corporate camp",Nature & Eco,"TL JSG, Otternest Camp, Hutan Lipur Gunung Pulai 2, 81500 Pekan Nanas, Johor Darul Ta'zim",Johor,120,180,24 Hours,Daily,Not Mentioned,4.8,HO176,Ahmad Tarmizi Yusof,014-338 2599,https://www.facebook.com/otternest/,"HRDC-claimable corporate camp offering team building, retreats, and impactful eco experiences.","teambuilding, eco, corporate camp",24 Hours,Daily,Not Mentioned,150,"Ottornest Camp teambuilding, eco, corporate camp HRDC-claimable corporate camp offering team building, retreats, and impactful eco experiences."
EX156,Paklim Gift & Souvenir,Gift shop selling Malaysian-themed souvenirs and local crafts.,"souvenir, gift, malaysia",Arts & Crafts,Taman Angkasa Nuri,Melaka,10,45,10.00  AM - 6.30  PM,Daily,Not Mentioned,4.9,HO29,Pak Lim,010-363 7599,https://www.facebook.com/paklim1974/,Gift shop selling Malaysian-themed souvenirs and local crafts.,"souvenir, gift, malaysia",10.00 a.m. - 6.30 p.m.,Daily,Not Mentioned,27.5,"Paklim Gift & Souvenir souvenir, gift, malaysia Gift shop selling Malaysian-themed souvenirs and local crafts."
EX157,Pakmud Batik,Local batik workshop offering handmade products and live demonstrations in Selangor.,"batik, handicraft, workshop, selangor",Arts & Crafts,Selangor,Selangor,25,150,10:00  AM - 6:00  PM,Mon-Sat,Sunday,4.8,HO94,Pakmud Batik,014-765 2213,Not Mentioned,Local batik workshop offering handmade products and live demonstrations in Selangor.,"batik, handicraft, workshop, selangor",10.00 a.m. - 6.00 p.m.,Monday - Saturday,Sunday,87.5,"Pakmud Batik batik, handicraft, workshop, selangor Local batik workshop offering handmade products and live demonstrations in Selangor."
EX158,Pandan Molek Enterprise,Seller of traditional handicrafts such as mengkuang mats and woven products.,"handicraft, mengkuang, traditional",Arts & Crafts,"No.1, Km 43, Kampung Air Molek, 78200, Kuala Sungai Baru, Melaka",Melaka,20,150,10.00  AM - 5.00  PM,Daily,"Saturday, Sunday",4.2,HO203,Pandan Molek Enterprise,06-387 9401,https://www.facebook.com/pandan.molek.9/,Seller of traditional handicrafts such as mengkuang mats and woven products.,"handicraft, mengkuang, traditional",10.00 a.m. - 5.00 p.m.,Daily,"Saturday, sunday",85,"Pandan Molek Enterprise handicraft, mengkuang, traditional Seller of traditional handicrafts such as mengkuang mats and woven products."
EX159,Parit Falls Campsite,"Campsite located near the scenic Parit Falls, surrounded by forest trails and natural beauty.","camping, waterfall, nature, cameron highlands",Nature & Eco,Cameron Highlands,Pahang,20,50,8:00  AM - 6:00  PM,Daily,Not Mentioned,4.6,HO63,Parit Falls Eco Site,05-491 1111,https://www.facebook.com/ParitFallsCampsite,"Campsite located near the scenic Parit Falls, surrounded by forest trails and natural beauty.","camping, waterfall, nature, cameron highlands",8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,35,"Parit Falls Campsite camping, waterfall, nature, cameron highlands Campsite located near the scenic Parit Falls, surrounded by forest trails and natural beauty."
EX160,Pasembur King (Hussain),"Renowned hawker stall offering Penang's signature pasembur - shredded veg, seafood and spicy sauce.","pasembur, food, streetfood, penang",Food & Culinary,George Town,Penang,6,12,12:00 PM-9:00 PM,Daily,Not Mentioned,4.7,HO122,Pasembur King Hussain,012-674 5588,Queue often forms at lunch.,"Renowned hawker stall offering Penang's signature pasembur - shredded veg, seafood and spicy sauce.","pasembur, food, streetfood, penang",12.00 p.m. - 9.00 p.m.,Daily,Not Mentioned,9,"Pasembur King (Hussain) pasembur, food, streetfood, penang Renowned hawker stall offering Penang's signature pasembur - shredded veg, seafood and spicy sauce."
EX161,Pau Mira Frozen Food Pagoh,"Pau Mira Frozen Food is a Malaysian brand offering a wide range of frozen pau, including kaya, red bean, pandan, coconut, chocolate, and curry flavors. With nationwide branches and stockists, the company provides affordable products starting from RM9.50 per pack.","food, culinary, frozen food",Food & Culinary,"KM13, Jalan Pagoh, 84600 Pagoh, Johor",Johor,9.2,15,8 am - 6 pm,Daily,Friday,4.6,HO150,Pau Mira,012-743 4086,https://www.facebook.com/paugebulembut/,"Pau Mira Frozen Food is a Malaysian brand offering a wide range of frozen pau, including kaya, red bean, pandan, coconut, chocolate, and curry flavors. With nationwide branches and stockists, the company provides affordable products starting from RM9.50 per pack.","food, culinary, frozen food",8.00 a.m. - 6.00 p.m.,Daily,Friday,12.1,"Pau Mira Frozen Food Pagoh food, culinary, frozen food Pau Mira Frozen Food is a Malaysian brand offering a wide range of frozen pau, including kaya, red bean, pandan, coconut, chocolate, and curry flavors. With nationwide branches and stockists, the company provides affordable products starting from RM9.50 per pack."
EX162,Penang Homecooking School,Authentic Malaysian cooking classes led by local chefs using fresh ingredients in Penang.,"cooking class, culinary, local experience, penang",Food & Culinary,George Town,Penang,60,180,10:00 AM-2:00 PM,Daily,Not Mentioned,4.7,HO115,Penang Homecooking School,017-888 8765,Booking required.,Authentic Malaysian cooking classes led by local chefs using fresh ingredients in Penang.,"cooking class, culinary, local experience, penang",10.00 a.m. - 2.00 p.m.,Daily,Not Mentioned,120,"Penang Homecooking School cooking class, culinary, local experience, penang Authentic Malaysian cooking classes led by local chefs using fresh ingredients in Penang."
EX163,Penang Street Art,Iconic murals and installations across George Town reflecting vibrant urban culture.,"art, heritage, mural, penang",Arts & Crafts,George Town,Penang,0,0,24 Hours,Daily,Not Mentioned,4.9,HO120,Penang Street Art Walk,017-556 7766,Free to view; self-guided.,Iconic murals and installations across George Town reflecting vibrant urban culture.,"art, heritage, mural, penang",24 Hours,Daily,Not Mentioned,0,"Penang Street Art art, heritage, mural, penang Iconic murals and installations across George Town reflecting vibrant urban culture."
EX164,Perencah Mee Bandung Mak Pon,Perencah Mee Bandung Mak Pon offers varieties of paste for the Johor mee recipe such as mee bandung and mee rebus. Customers can enjoy Muar delicacies even at home. The paste is mostly made of shrimp paste. Food lovers should try this cultural dish.,"food, paste, culinary",Food & Culinary,"1, 2 & 3, Jalan Lembah Padang, Taman Lembah Padang, 84000 Muar, Johor",Johor,12,30,10 am - 7 pm,Daily,Not Mentioned,4,HO113,JJ Makpon Muar,012-262 0044,https://shopee.com.my/Pes-Mee-Bandung-Muar-Mi-Bandung-Muar-Mee-Bandung-Mak-Pon-Terus-Dari-Kilang-i.86886152.2095755457,Perencah Mee Bandung Mak Pon offers varieties of paste for the Johor mee recipe such as mee bandung and mee rebus. Customers can enjoy Muar delicacies even at home. The paste is mostly made of shrimp paste. Food lovers should try this cultural dish.,"food, paste, culinary",10.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,21,"Perencah Mee Bandung Mak Pon food, paste, culinary Perencah Mee Bandung Mak Pon offers varieties of paste for the Johor mee recipe such as mee bandung and mee rebus. Customers can enjoy Muar delicacies even at home. The paste is mostly made of shrimp paste. Food lovers should try this cultural dish."
EX165,Perlis Vineyard,"Vineyard attraction in Perlis offering fruit-picking, wine tasting, and scenic views.","vineyard, agro tourism, perlis, fruit",Nature & Eco,Chuping,Perlis,20,80,9:00  AM - 6:00  PM,Daily,Not Mentioned,4.9,HO55,Perlis Vineyard,016-778 1200,https://www.facebook.com/PerlisVineyard,"Vineyard attraction in Perlis offering fruit-picking, wine tasting, and scenic views.","vineyard, agro tourism, perlis, fruit",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,50,"Perlis Vineyard vineyard, agro tourism, perlis, fruit Vineyard attraction in Perlis offering fruit-picking, wine tasting, and scenic views."
EX166,Perniagaan Benang Serat Nanas M&Z,Produces and sells crafts made from pineapple fiber thread (serat nanas) including handbags and souvenirs.,"eco craft, pineapple fiber, handmade",Arts & Crafts,"Kampung Terjun Rimba, 82000 Pontian District, Johor",Johor,8,180,8.00  AM - 5.00  PM,Daily,Not Mentioned,5,HO178,Munah Binti Kadir,014-314 0656,https://www.facebook.com/p/Perniagaan-Benang-Serat-Nanas-100090451722896/,Produces and sells crafts made from pineapple fiber thread (serat nanas) including handbags and souvenirs.,"eco craft, pineapple fiber, handmade",8.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,94,"Perniagaan Benang Serat Nanas M&Z eco craft, pineapple fiber, handmade Produces and sells crafts made from pineapple fiber thread (serat nanas) including handbags and souvenirs."
EX167,Persembahan Barongan dan Kuda Kepang,"The Barongan and Kuda Kepang performance in Parit Bugis, Muar highlights Johor's rich Javanese heritage. Combining energetic dance, traditional music, and mystical storytelling, this cultural show attracts visitors seeking an authentic and immersive community-based art experience","culture, arts, performance",Festivals & Performances,"Keraton Mbah Anang, Muar Johor",Johor,69,206,Upon Booking,Upon Booking,Upon Booking,0,HO182,Persatuan Jawa Parit Bugis Johor,010-7035030 (wak din),https://www.facebook.com/PJPBM/,"The Barongan and Kuda Kepang performance in Parit Bugis, Muar highlights Johor's rich Javanese heritage. Combining energetic dance, traditional music, and mystical storytelling, this cultural show attracts visitors seeking an authentic and immersive community-based art experience","culture, arts, performance",Upon Booking,Upon Booking,Upon Booking,137.5,"Persembahan Barongan dan Kuda Kepang culture, arts, performance The Barongan and Kuda Kepang performance in Parit Bugis, Muar highlights Johor's rich Javanese heritage. Combining energetic dance, traditional music, and mystical storytelling, this cultural show attracts visitors seeking an authentic and immersive community-based art experience"
EX168,"Perusahaan Abdullah Sekeluarga, Pusat pengumpulan dan jualan Mempelam Harumanis","Collection and sales center for Harumanis mangoes, offering fresh and seasonal products.","harumanis, perlis, food, mango",Food & Culinary,Pauh,Perlis,20,70,8:00  AM - 6:00  PM,Daily,Not Mentioned,4.8,HO51,Abdullah Harumanis,014-221 4432,https://www.facebook.com/AbdullahHarumanis,"Collection and sales center for Harumanis mangoes, offering fresh and seasonal products.","harumanis, perlis, food, mango",8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,45,"Perusahaan Abdullah Sekeluarga, Pusat pengumpulan dan jualan Mempelam Harumanis harumanis, perlis, food, mango Collection and sales center for Harumanis mangoes, offering fresh and seasonal products."
EX169,Perusahaan Kerepek Tok Atan,"Traditional chip producer known for crispy tapioca and banana chips, popular among locals.","kerepek, snack, traditional food",Food & Culinary,"Kilang kerepek, bt 17, jalan, 84200 Muar, Johor",Johor,5,70,9.00  AM - 6.00  PM,Daily,Not Mentioned,3.7,HO166,,017-369 5243,Not Mentioned,"Traditional chip producer known for crispy tapioca and banana chips, popular among locals.","kerepek, snack, traditional food",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,37.5,"Perusahaan Kerepek Tok Atan kerepek, snack, traditional food Traditional chip producer known for crispy tapioca and banana chips, popular among locals."
EX170,Perusahaan Keropok Lekor Hj. Puteh,"Popular keropok lekor spot in Mersing, serving fresh and crispy fish crackers loved by locals and tourists.","keropok lekor, local food, snack",Food & Culinary,"Kampung Tenglu Kecil, 86800 Mersing, Johor",Johor,5,20,8.00  AM - 7.00  PM,Daily,Not Mentioned,4.2,HO170,Haji Puteh,018-781 5702,https://www.facebook.com/p/Keropok-Haji-Puteh-Mersing-100063676325998/,"Popular keropok lekor spot in Mersing, serving fresh and crispy fish crackers loved by locals and tourists.","keropok lekor, local food, snack",8.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,12.5,"Perusahaan Keropok Lekor Hj. Puteh keropok lekor, local food, snack Popular keropok lekor spot in Mersing, serving fresh and crispy fish crackers loved by locals and tourists."
